Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Enrolled_Units,Total_Approved_Units,Grade_Improvement,Failure_Flag
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.5,0.47619047619047616,0.4444444444444444,0.0,0.0,0.5,0.5625,0.41666666666666663,0.5604838709677419,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,10.0,1.0,0
Single,Change in course,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Legislative/Executive Officers,Yes,No,Yes,No,Female,No,0.2941176470588236,No,0.0,1.0,1.0,0.5714285714285714,0.4618055555555556,0.0,0.0,0.625,0.5,0.16666666666666666,0.5927419354838709,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout,17.0,8.0,1.166666666666666,0
Single,1st phase—general contingent,0.2857142857142857,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,Yes,0.17647058823529416,No,0.0,0.5,0.5,0.5714285714285714,0.39236111111111094,0.0,0.0,0.5,0.625,0.41666666666666663,0.3604838709677419,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,12.0,11.0,-0.5666666666666664,0
Single,Over 23 years old,0.2857142857142857,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Blank,Blank,No,No,No,Yes,Female,No,1.0,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Change in course,0.2857142857142857,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,0.7647058823529411,No,0.0,1.0,1.0,0.7619047619047619,0.453125,0.0,0.0,1.0,1.0,0.5,0.5120967741935484,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,20.0,14.0,0.4166666666666661,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.4375,0.5714285714285714,0.6875,0.0,0.0,0.5,0.4375,0.5,0.6895161290322579,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,12.0,12.0,0.0,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.375,0.5714285714285714,0.5659722222222223,0.0,0.0,0.5,0.375,0.5,0.4959677419354839,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,-0.8333333333333339,0
Single,1st phase—general contingent,0.5714285714285714,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Legislative/Executive Officers,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.6875,0.38095238095238093,0.5052083333333333,0.0,0.0,0.5,0.625,0.25,0.46370967741935465,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,12.0,7.0,-0.5833333333333339,0
Single,2nd phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Master’s Degree,Secondary Education,Scientific Specialists,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.75,0.5,0.6666666666666666,0.7738095238095237,0.0,0.0,0.75,0.5,0.5833333333333333,0.769700460829493,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,0.5714285714285714,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.4375,0.47619047619047616,0.41666666666666674,0.0,0.0,0.5,0.5,0.41666666666666663,0.5733870967741935,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,12.0,10.0,1.4000000000000004,0
Single,1st phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.375,0.5714285714285714,0.5833333333333333,0.0,0.0,0.5,0.5,0.5,0.5443548387096774,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,12.0,12.0,-0.5,0
Single,1st phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.75,0.5,0.6666666666666666,0.6532738095238095,0.0,0.0,0.75,0.5,0.5833333333333333,0.6577188940092166,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,16.0,14.0,0.0,0
Single,Technological specialization diploma holders,0.2857142857142857,Agronomy,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.5,0.5625,0.5714285714285714,0.5486111111111109,0.0,0.0,0.5,0.5,0.41666666666666663,0.5733870967741935,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,12.0,11.0,0.13333333333333464,0
Single,1st phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Female,No,0.17647058823529416,No,0.0,0.375,0.625,0.19047619047619047,0.27083333333333326,0.0,0.0,0.375,0.75,0.08333333333333333,0.5927419354838709,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,10.0,3.0,3.0,0
Single,2nd phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Administrative Staff,Machine Operators,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.375,0.625,0.47619047619047616,0.6354166666666665,0.0,0.0,0.375,0.5,0.41666666666666663,0.5282258064516129,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,10.0,10.0,-1.166666666666666,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Doctorate,Secondary Education,Scientific Specialists,Service/Sales/Security,No,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.625,0.5,0.6666666666666666,0.5489583333333332,0.0,0.0,0.75,0.5,0.6666666666666666,0.6459677419354838,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,15.0,15.0,0.8800000000000008,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.5,0.5,0.5714285714285714,0.7395833333333333,0.0,0.0,0.5,0.4375,0.5,0.8277649769585252,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,12.0,12.0,0.9285714285714288,0
Single,2nd phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Other—11th Year,Secondary Education,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.625,0.4375,0.6666666666666666,0.6547619047619044,0.0,0.0,0.75,0.5,0.6666666666666666,0.823790322580645,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,15.0,15.0,1.701785714285716,0
Single,Transfer,0.2857142857142857,Basic Education,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.5,0.5,0.47619047619047616,0.375,0.0,0.0,0.5,0.625,0.25,0.36693548387096764,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,12.0,8.0,-0.3333333333333339,0
Married,Holders of other higher courses,0.2857142857142857,Equiniculture,Daytime,Higher education—degree,Portuguese,Doctorate,Master’s Degree,Scientific Specialists,Student,No,No,Yes,No,Female,No,0.7058823529411764,No,0.0,0.875,1.0,0.6666666666666666,0.43287037037037024,0.0,0.0,0.625,0.75,0.41666666666666663,0.6120967741935482,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,16.0,12.0,1.644444444444444,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.625,0.4375,0.6666666666666666,0.666369047619048,0.0,0.0,0.75,0.5,0.6666666666666666,0.6677419354838708,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Enrolled,15.0,15.0,-0.02214285714286035,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,0.17647058823529416,No,0.0,0.625,0.5,0.6666666666666666,0.6878906249999999,0.0,0.0,0.75,0.6875,0.5833333333333333,0.6714055299539169,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,15.0,14.0,-0.19089285714285786,0
Single,1st phase—special contingent (Madeira Island),0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.2941176470588236,No,0.0,0.375,0.5,0.38095238095238093,0.47916666666666674,0.0,0.0,0.375,0.5,0.3333333333333333,0.4379032258064516,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,10.0,8.0,-0.5999999999999996,0
Divorced,1st phase—general contingent,0.2857142857142857,Social Service (evening attendance),Evening,Secondary education,Portuguese,Unknown,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,Yes,1.0,No,0.0,0.5,0.5625,0.47619047619047616,0.7048611111111109,0.0,0.0,0.5,0.4375,0.5,0.7056451612903224,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,12.0,11.0,0.0,0
Married,Change in institution/course,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Machine Operators,Administrative Staff,No,No,No,Yes,Female,No,0.8235294117647058,No,0.0,0.375,0.3125,0.47619047619047616,0.6875,0.0,0.0,0.375,0.3125,0.41666666666666663,0.6701612903225805,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,10.0,10.0,-0.1999999999999993,0
Single,1st phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Service/Sales/Security,No,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.5,0.4375,0.47619047619047616,0.6666666666666667,0.0,0.0,0.5,0.375,0.5,0.5766129032258064,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,12.0,11.0,-0.9666666666666668,0
Single,1st phase—general contingent,0.2857142857142857,Social Service (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Student,Student,No,No,No,Yes,Female,No,0.23529411764705888,No,0.0,0.5,0.5,0.47619047619047616,0.5625,0.0,0.0,0.5,0.625,0.5,0.4821428571428571,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,12.0,11.0,-0.9428571428571431,0
Married,Over 23 years old,0.2857142857142857,Journalism and Communication,Daytime,Other—11th year,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.5,0.375,0.5714285714285714,0.4965277777777777,0.0,0.0,0.5,0.375,0.5,0.6733870967741936,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,12.0,12.0,1.6666666666666679,0
Single,2nd phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Master’s Degree,Basic Edu 1st Cycle,Scientific Specialists,Unskilled Workers,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.5,0.5714285714285714,0.53125,0.0,0.0,0.5,0.375,0.5,0.5282258064516129,0.0,0.9186046511627907,0.7999999999999999,0.0,Enrolled,12.0,12.0,-0.16666666666666607,0
Single,Over 23 years old,0.2857142857142857,Social Service (evening attendance),Evening,10th year—not completed,Portuguese,2nd cycle general high school,Secondary Education,Other Situation,Scientific Specialists,No,No,No,Yes,Female,No,0.8823529411764706,No,0.0,0.5,0.5625,0.38095238095238093,0.47916666666666674,0.0,0.0,0.5,0.75,0.3333333333333333,0.44758064516129037,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,12.0,8.0,-0.5,0
Single,3rd phase—general contingent,0.5714285714285714,Social Service (evening attendance),Evening,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.5,0.5714285714285714,0.35763888888888884,0.0,0.0,0.5,0.5625,0.5,0.44758064516129037,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,12.0,12.0,0.6666666666666661,0
Single,Over 23 years old,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.75,0.5,0.7619047619047619,0.6234374999999999,0.0,0.0,0.75,0.5,0.6666666666666666,0.63,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,16.0,16.0,0.0,0
Single,2nd phase—general contingent,1.0,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.5,0.875,0.5714285714285714,0.8611111111111109,0.0,0.0,0.5,0.5625,0.5,0.7379032258064516,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,12.0,12.0,-1.166666666666666,0
Single,Technological specialization diploma holders,0.2857142857142857,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,No,Yes,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.5625,0.5714285714285714,0.7222222222222223,0.0,0.0,0.5,0.4375,0.5,0.6733870967741936,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,12.0,12.0,-0.5,0
Single,Technological specialization diploma holders,0.2857142857142857,Agronomy,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.5,0.625,0.5714285714285714,0.4196428571428572,0.0,0.0,0.5,0.75,0.41666666666666663,0.5927419354838709,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Enrolled,12.0,11.0,1.5714285714285712,0
Single,2nd phase—general contingent,1.0,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Other Admin Support,Other Admin Support,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.5625,0.5714285714285714,0.4444444444444444,0.0,0.0,0.5,0.5,0.5,0.46370967741935465,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,12.0,12.0,0.0,0
Single,1st phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Technicians & Professionals,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.5625,0.47619047619047616,0.47916666666666674,0.0,0.0,0.5,0.625,0.16666666666666666,0.43145161290322587,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout,12.0,7.0,-0.6666666666666661,0
Married,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Scientific Specialists,Administrative Staff,No,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.75,0.5,0.6666666666666666,0.7630952380952383,0.0,0.0,0.75,0.5,0.5833333333333333,0.7597465437788019,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,16.0,14.0,0.0,0
Single,2nd phase—general contingent,0.5714285714285714,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.375,0.5714285714285714,0.7048611111111109,0.0,0.0,0.5,0.375,0.5,0.6572580645161289,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,-0.5,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.625,0.5714285714285714,0.43452380952380953,0.0,0.0,0.5,0.5,0.5,0.5282258064516129,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,0.7619047619047628,0
Single,2nd phase—general contingent,1.0,Oral Hygiene,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.625,0.4375,0.6666666666666666,0.53125,0.0,0.0,0.75,0.5,0.6666666666666666,0.606048387096774,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,15.0,15.0,0.6374999999999993,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.75,0.625,0.7619047619047619,0.5687499999999999,0.0,0.0,0.75,0.625,0.6666666666666666,0.5791935483870966,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,16.0,16.0,0.0,0
Single,2nd phase—general contingent,1.0,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.625,0.5714285714285714,0.5052083333333333,0.0,0.0,0.5,0.5625,0.5,0.6618663594470046,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,12.0,1.4642857142857135,0
Single,1st phase—general contingent,0.5714285714285714,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.375,0.4375,0.38095238095238093,0.47916666666666674,0.0,0.0,0.375,0.3125,0.41666666666666663,0.5153225806451612,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,10.0,9.0,0.1999999999999993,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Unskilled Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.625,0.5625,0.6666666666666666,0.8038194444444444,0.0,0.0,0.75,0.5625,0.6666666666666666,0.8994086021505373,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,15.0,15.0,1.0522222222222197,0
Single,Change in institution/course,0.2857142857142857,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,Yes,No,Female,No,0.05882352941176472,No,0.0,0.375,0.375,0.19047619047619047,0.53125,0.0,0.0,0.375,0.375,0.3333333333333333,0.3266129032258064,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,10.0,6.0,-2.25,0
Single,2nd phase—general contingent,0.5714285714285714,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,7th Year (Old),Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.5,0.6875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,12.0,0.0,-0.5250000000000004,1
Single,1st phase—general contingent,0.2857142857142857,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.5,0.5,0.38095238095238093,0.375,0.0,0.0,0.5,0.5625,0.3333333333333333,0.39919354838709664,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Enrolled,12.0,8.0,0.0,0
Single,2nd phase—general contingent,1.0,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.5,0.5714285714285714,0.46614583333333326,0.0,0.0,0.5,0.6875,0.3333333333333333,0.7475806451612902,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,10.0,2.7249999999999996,0
Single,Over 23 years old,0.2857142857142857,Equiniculture,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Secondary Education,Other Situation,Other Situation,Yes,No,No,Yes,Female,No,1.0,No,0.0,0.375,0.375,0.09523809523809523,0.375,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,10.0,1.0,-4.125000000000001,0
Single,1st phase—general contingent,0.8571428571428571,Veterinary Nursing,Daytime,Secondary education,Portuguese,7th Year (Old),7th Year (Old),Other Situation,Other Situation,No,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.375,0.3125,0.47619047619047616,0.8124999999999998,0.0,0.0,0.375,0.375,0.41666666666666663,0.6120967741935482,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,10.0,10.0,-2.0,0
Single,Technological specialization diploma holders,0.2857142857142857,Equiniculture,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Machine Operators,Yes,No,Yes,No,Female,No,0.11764705882352944,No,0.0,0.5,0.4375,0.47619047619047616,0.4375,0.0,0.0,0.5,0.75,0.16666666666666666,0.39919354838709664,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout,12.0,7.0,-0.5999999999999996,0
Single,Change in institution/course,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Legislative/Executive Officers,No,No,Yes,Yes,Female,No,0.5294117647058822,No,0.0,0.5,0.375,0.5714285714285714,0.7743055555555556,0.0,0.0,0.5,0.4375,0.5,0.8001152073732717,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,12.0,0.3095238095238084,0
Single,2nd phase—general contingent,0.2857142857142857,Basic Education,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,No,No,Yes,Female,No,0.23529411764705888,No,0.0,0.5,0.75,0.2857142857142857,0.4097222222222223,0.0,0.0,0.5,0.625,0.25,0.43145161290322587,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,12.0,6.0,0.0,0
Single,2nd phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.375,0.3125,0.47619047619047616,0.39583333333333326,0.0,0.0,0.375,0.3125,0.41666666666666663,0.4766129032258065,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,10.0,10.0,0.6000000000000014,0
Single,2nd phase—general contingent,1.0,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.17647058823529416,No,0.0,0.5,0.5,0.47619047619047616,0.625,0.0,0.0,0.5,0.5625,0.41666666666666663,0.6572580645161289,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,12.0,10.0,0.2666666666666657,0
Single,Change in institution/course,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,0.47058823529411753,No,0.0,0.375,0.75,0.19047619047619047,0.32291666666666674,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Dropout,10.0,2.0,-3.625000000000001,0
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.375,0.3125,0.47619047619047616,0.9166666666666665,0.0,0.0,0.375,0.3125,0.41666666666666663,0.9217741935483869,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,10.0,10.0,0.1999999999999993,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.625,0.4375,0.6666666666666666,0.7440476190476191,0.0,0.0,0.75,0.6875,0.6666666666666666,0.7748533724340173,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,15.0,15.0,0.3389610389610347,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Can read (no 4th year),Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,No,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.625,0.4375,0.6666666666666666,0.6556547619047619,0.0,0.0,0.75,0.5625,0.6666666666666666,0.7239247311827955,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,15.0,15.0,0.6612698412698403,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Unskilled Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.5,0.5714285714285714,0.4047619047619049,0.0,0.0,0.5,0.625,0.5,0.4821428571428571,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,0.5714285714285712,0
